"","order","family","genus","species","adultbodymass","adultforearmlen","adultheadbodylen","basalmetrate","basalmetratemass","dietbreadth","homerange","terrestriality","weaningage"
"Tachyoryctes_rex","Rodentia","Spalacidae","Tachyoryctes","rex",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tachyoryctes_ruandae","Rodentia","Spalacidae","Tachyoryctes","ruandae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tachyoryctes_ruddi","Rodentia","Spalacidae","Tachyoryctes","ruddi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tachyoryctes_spalacinus","Rodentia","Spalacidae","Tachyoryctes","spalacinus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tachyoryctes_splendens","Rodentia","Spalacidae","Tachyoryctes","splendens",5.42552254078332,NA,5.28649778974269,5.03838015440481,5.28066243130932,NA,7.8e-05,NA,35.07
"Tachyoryctes_storeyi","Rodentia","Spalacidae","Tachyoryctes","storeyi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taeromys_arcuatus","Rodentia","Muridae","Taeromys","arcuatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taeromys_callitrichus","Rodentia","Muridae","Taeromys","callitrichus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taeromys_celebensis","Rodentia","Muridae","Taeromys","celebensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taeromys_hamatus","Rodentia","Muridae","Taeromys","hamatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taeromys_microbullatus","Rodentia","Muridae","Taeromys","microbullatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taeromys_punicans","Rodentia","Muridae","Taeromys","punicans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taeromys_taerae","Rodentia","Muridae","Taeromys","taerae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tamias_alpinus","Rodentia","Sciuridae","Tamias","alpinus",3.59840755094986,NA,4.65062144889201,NA,NA,1,NA,2,NA
"Tamias_amoenus","Rodentia","Sciuridae","Tamias","amoenus",3.92454428598182,NA,4.77119296981254,4.56715674378987,4.04480411666196,7,0.00843,2,41.99
"Tamias_bulleri","Rodentia","Sciuridae","Tamias","bulleri",4.60517018598809,NA,4.91155133587236,NA,NA,NA,NA,1,NA
"Tamias_canipes","Rodentia","Sciuridae","Tamias","canipes",4.25134831103177,NA,4.87824610605051,NA,NA,5,NA,2,NA
"Tamias_cinereicollis","Rodentia","Sciuridae","Tamias","cinereicollis",4.12049951969895,NA,4.85203026391962,NA,NA,6,NA,2,42.67
"Tamias_dorsalis","Rodentia","Sciuridae","Tamias","dorsalis",4.15355642185395,NA,4.83134912584582,NA,NA,5,0.01,2,30
"Tamias_durangae","Rodentia","Sciuridae","Tamias","durangae",4.44253360251053,NA,4.89716793250747,NA,NA,NA,NA,NA,NA
"Tamias_merriami","Rodentia","Sciuridae","Tamias","merriami",4.31441673501182,NA,4.89746659599062,4.36627827770574,4.31748811353631,5,NA,NA,NA
"Tamias_minimus","Rodentia","Sciuridae","Tamias","minimus",3.75817228060989,NA,4.71456256275929,4.28675395416645,3.82428409112014,4,0.01,2,37.71
"Tamias_obscurus","Rodentia","Sciuridae","Tamias","obscurus",4.29032244546354,NA,4.85288926986834,NA,NA,3,NA,2,NA
"Tamias_ochrogenys","Rodentia","Sciuridae","Tamias","ochrogenys",4.51841332206181,NA,5.01754470239719,NA,NA,3,NA,NA,NA
"Tamias_palmeri","Rodentia","Sciuridae","Tamias","palmeri",4.1066024596176,NA,4.82847372450367,4.72844920214826,4.23988686751276,5,NA,2,81.85
"Tamias_panamintinus","Rodentia","Sciuridae","Tamias","panamintinus",3.94603788401542,NA,4.75350398049379,NA,NA,6,NA,2,81.85
"Tamias_quadrimaculatus","Rodentia","Sciuridae","Tamias","quadrimaculatus",4.42628272592842,NA,4.94249919832929,NA,NA,5,0.00559,2,NA
"Tamias_quadrivittatus","Rodentia","Sciuridae","Tamias","quadrivittatus",4.0516110196352,NA,4.80737606608742,NA,NA,5,0.02,2,45.32
"Tamias_ruficaudus","Rodentia","Sciuridae","Tamias","ruficaudus",4.09534406255518,NA,4.82237614463555,NA,NA,4,NA,2,NA
"Tamias_rufus","Rodentia","Sciuridae","Tamias","rufus",3.98154906807676,NA,NA,NA,NA,3,0.00741,2,45.24
"Tamias_senex","Rodentia","Sciuridae","Tamias","senex",4.49256124160544,NA,4.97983238494121,NA,NA,2,0.01,2,NA
"Tamias_sibiricus","Rodentia","Sciuridae","Tamias","sibiricus",4.54499546295202,NA,5.00193085346611,NA,NA,NA,0.00151,NA,29.69
"Tamias_siskiyou","Rodentia","Sciuridae","Tamias","siskiyou",4.31748811353631,NA,4.97859407988479,NA,NA,NA,NA,NA,NA
"Tamias_sonomae","Rodentia","Sciuridae","Tamias","sonomae",4.31748811353631,NA,4.89507478679297,NA,NA,2,NA,2,21
"Tamias_speciosus","Rodentia","Sciuridae","Tamias","speciosus",4.10808308833261,NA,4.82583065700849,NA,NA,5,0.01,2,NA
"Tamias_striatus","Rodentia","Sciuridae","Tamias","striatus",NA,NA,4.98682062933022,NA,NA,NA,NA,NA,NA
"Tamias_townsendii","Rodentia","Sciuridae","Tamias","townsendii",4.37096568731446,NA,4.93612724192119,NA,NA,8,0.00723,2,41.76
"Tamias_umbrinus","Rodentia","Sciuridae","Tamias","umbrinus",3.94642443214548,NA,4.81753586413042,NA,NA,NA,0.02,NA,NA
"Tamiasciurus_douglasii","Rodentia","Sciuridae","Tamiasciurus","douglasii",5.41610040220442,NA,5.25206398203057,NA,NA,5,0.00353,2,NA
"Tamiasciurus_hudsonicus","Rodentia","Sciuridae","Tamiasciurus","hudsonicus",5.29951664712352,NA,5.23867351362052,5.45390986359997,5.34305169788821,5,0.00774,2,67.22
"Tamiasciurus_mearnsi","Rodentia","Sciuridae","Tamiasciurus","mearnsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tamiops_maritimus","Rodentia","Sciuridae","Tamiops","maritimus",4.20125387786978,NA,4.88514765405432,NA,NA,NA,NA,NA,NA
"Tamiops_mcclellandii","Rodentia","Sciuridae","Tamiops","mcclellandii",3.82515707240648,NA,4.65023914935567,NA,NA,NA,NA,2,NA
"Tamiops_rodolphii","Rodentia","Sciuridae","Tamiops","rodolphii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tamiops_swinhoei","Rodentia","Sciuridae","Tamiops","swinhoei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tapecomys_primus","Rodentia","Cricetidae","Tapecomys","primus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tarsomys_apoensis","Rodentia","Muridae","Tarsomys","apoensis",NA,NA,5.05618210905223,NA,NA,NA,NA,NA,NA
"Tarsomys_echinatus","Rodentia","Muridae","Tarsomys","echinatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tateomys_macrocercus","Rodentia","Muridae","Tateomys","macrocercus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tateomys_rhinogradoides","Rodentia","Muridae","Tateomys","rhinogradoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tatera_indica","Rodentia","Muridae","Tatera","indica",4.92928061505342,NA,NA,4.52699240492407,4.46475803227135,4,0.00137,NA,29.77
"Taterillus_arenarius","Rodentia","Muridae","Taterillus","arenarius",3.85014760171006,NA,NA,NA,NA,NA,NA,NA,NA
"Taterillus_congicus","Rodentia","Muridae","Taterillus","congicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taterillus_emini","Rodentia","Muridae","Taterillus","emini",3.95124371858143,NA,NA,NA,NA,NA,NA,NA,NA
"Taterillus_gracilis","Rodentia","Muridae","Taterillus","gracilis",3.91002100275747,NA,NA,NA,NA,NA,NA,NA,NA
"Taterillus_harringtoni","Rodentia","Muridae","Taterillus","harringtoni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taterillus_lacustris","Rodentia","Muridae","Taterillus","lacustris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taterillus_petteri","Rodentia","Muridae","Taterillus","petteri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taterillus_pygargus","Rodentia","Muridae","Taterillus","pygargus",4.09750622555968,NA,NA,NA,NA,1,0.000415,NA,20.92
"Taterillus_tranieri","Rodentia","Muridae","Taterillus","tranieri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thallomys_loringi","Rodentia","Muridae","Thallomys","loringi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thallomys_nigricauda","Rodentia","Muridae","Thallomys","nigricauda",4.82422539139369,NA,NA,4.22624963310204,4.82591085268599,NA,NA,NA,NA
"Thallomys_paedulcus","Rodentia","Muridae","Thallomys","paedulcus",4.3528552573736,NA,NA,NA,NA,NA,NA,NA,29.49
"Thallomys_shortridgei","Rodentia","Muridae","Thallomys","shortridgei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thalpomys_cerradensis","Rodentia","Cricetidae","Thalpomys","cerradensis",3.1776370768516,NA,NA,NA,NA,NA,NA,NA,NA
"Thalpomys_lasiotis","Rodentia","Cricetidae","Thalpomys","lasiotis",3.1776370768516,NA,NA,NA,NA,NA,NA,NA,NA
"Thamnomys_kempi","Rodentia","Muridae","Thamnomys","kempi",4.31748811353631,NA,NA,NA,NA,NA,NA,NA,NA
"Thamnomys_major","Rodentia","Muridae","Thamnomys","major",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thamnomys_venustus","Rodentia","Muridae","Thamnomys","venustus",4.12519702570487,NA,NA,NA,NA,NA,NA,NA,NA
"Thaptomys_nigrita","Rodentia","Cricetidae","Thaptomys","nigrita",2.99071973173045,NA,NA,NA,NA,NA,NA,1,NA
"Thomasomys_apeco","Rodentia","Cricetidae","Thomasomys","apeco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_aureus","Rodentia","Cricetidae","Thomasomys","aureus",4.47722317165747,NA,NA,NA,NA,1,NA,2,NA
"Thomasomys_baeops","Rodentia","Cricetidae","Thomasomys","baeops",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_bombycinus","Rodentia","Cricetidae","Thomasomys","bombycinus",4.74057482299429,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_caudivarius","Rodentia","Cricetidae","Thomasomys","caudivarius",NA,NA,4.73943880679313,NA,NA,NA,NA,NA,NA
"Thomasomys_cinereiventer","Rodentia","Cricetidae","Thomasomys","cinereiventer",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_cinereus","Rodentia","Cricetidae","Thomasomys","cinereus",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_cinnameus","Rodentia","Cricetidae","Thomasomys","cinnameus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_daphne","Rodentia","Cricetidae","Thomasomys","daphne",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_eleusis","Rodentia","Cricetidae","Thomasomys","eleusis",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_erro","Rodentia","Cricetidae","Thomasomys","erro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_gracilis","Rodentia","Cricetidae","Thomasomys","gracilis",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_hudsoni","Rodentia","Cricetidae","Thomasomys","hudsoni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_hylophilus","Rodentia","Cricetidae","Thomasomys","hylophilus",4.34380542185368,NA,NA,NA,NA,NA,NA,1,NA
"Thomasomys_incanus","Rodentia","Cricetidae","Thomasomys","incanus",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_ischyrus","Rodentia","Cricetidae","Thomasomys","ischyrus",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_kalinowskii","Rodentia","Cricetidae","Thomasomys","kalinowskii",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_ladewi","Rodentia","Cricetidae","Thomasomys","ladewi",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_laniger","Rodentia","Cricetidae","Thomasomys","laniger",3.57627050973128,NA,4.71545853988221,NA,NA,NA,NA,NA,NA
"Thomasomys_macrotis","Rodentia","Cricetidae","Thomasomys","macrotis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_monochromos","Rodentia","Cricetidae","Thomasomys","monochromos",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_niveipes","Rodentia","Cricetidae","Thomasomys","niveipes",3.99064932588334,NA,4.79272800957729,NA,NA,NA,NA,NA,NA
"Thomasomys_notatus","Rodentia","Cricetidae","Thomasomys","notatus",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_onkiro","Rodentia","Cricetidae","Thomasomys","onkiro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_oreas","Rodentia","Cricetidae","Thomasomys","oreas",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_paramorum","Rodentia","Cricetidae","Thomasomys","paramorum",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_popayanus","Rodentia","Cricetidae","Thomasomys","popayanus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_praetor","Rodentia","Cricetidae","Thomasomys","praetor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_pyrrhonotus","Rodentia","Cricetidae","Thomasomys","pyrrhonotus",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_rhoadsi","Rodentia","Cricetidae","Thomasomys","rhoadsi",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_rosalinda","Rodentia","Cricetidae","Thomasomys","rosalinda",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_silvestris","Rodentia","Cricetidae","Thomasomys","silvestris",4.34380542185368,NA,4.6662652853479,NA,NA,NA,NA,NA,NA
"Thomasomys_taczanowskii","Rodentia","Cricetidae","Thomasomys","taczanowskii",4.34380542185368,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_ucucha","Rodentia","Cricetidae","Thomasomys","ucucha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_vestitus","Rodentia","Cricetidae","Thomasomys","vestitus",4.33729074083249,NA,NA,NA,NA,NA,NA,NA,NA
"Thomasomys_vulcani","Rodentia","Cricetidae","Thomasomys","vulcani",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomomys_bottae","Rodentia","Geomyidae","Thomomys","bottae",4.80974235171687,NA,5.05343932308782,4.78849124311513,4.96284463025991,4,9.89e-05,1,35.73
"Thomomys_bulbivorus","Rodentia","Geomyidae","Thomomys","bulbivorus",5.88582621508499,NA,5.2955134392153,NA,NA,3,NA,1,41.45
"Thomomys_clusius","Rodentia","Geomyidae","Thomomys","clusius",NA,NA,NA,NA,NA,3,NA,1,NA
"Thomomys_idahoensis","Rodentia","Geomyidae","Thomomys","idahoensis",NA,NA,NA,NA,NA,3,NA,1,NA
"Thomomys_mazama","Rodentia","Geomyidae","Thomomys","mazama",4.53335189819762,NA,4.9766647745251,NA,NA,3,9.05e-05,1,NA
"Thomomys_monticola","Rodentia","Geomyidae","Thomomys","monticola",4.3943256902609,NA,NA,NA,NA,3,5.74e-05,1,NA
"Thomomys_talpoides","Rodentia","Geomyidae","Thomomys","talpoides",4.65052588770889,NA,5.02414364412105,4.85281120890269,4.65396035015752,3,NA,1,33.12
"Thomomys_townsendii","Rodentia","Geomyidae","Thomomys","townsendii",5.5734839459294,NA,5.21450088045493,NA,NA,3,NA,1,NA
"Thomomys_umbrinus","Rodentia","Geomyidae","Thomomys","umbrinus",4.83278373197375,NA,NA,4.39444915467244,4.55702981066016,3,NA,1,NA
"Thrichomys_apereoides","Rodentia","Echimyidae","Thrichomys","apereoides",5.69551506023777,NA,NA,5.33136522059424,5.77765232322266,NA,NA,NA,34.16
"Thrichomys_inermis","Rodentia","Echimyidae","Thrichomys","inermis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thrichomys_pachyurus","Rodentia","Echimyidae","Thrichomys","pachyurus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thryonomys_gregorianus","Rodentia","Thryonomyidae","Thryonomys","gregorianus",7.90364800604573,NA,NA,NA,NA,NA,NA,1,NA
"Thryonomys_swinderianus","Rodentia","Thryonomyidae","Thryonomys","swinderianus",8.22973775994612,NA,NA,NA,NA,2,NA,1,25.17
"Tokudaia_muenninki","Rodentia","Muridae","Tokudaia","muenninki",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tokudaia_osimensis","Rodentia","Muridae","Tokudaia","osimensis",4.43852510857914,NA,NA,NA,NA,NA,NA,NA,NA
"Trichys_fasciculata","Rodentia","Hystricidae","Trichys","fasciculata",7.46737106691756,NA,6.02825442355483,NA,NA,NA,NA,2,NA
"Trinomys_albispinus","Rodentia","Echimyidae","Trinomys","albispinus",5.65245409193376,NA,NA,NA,NA,NA,NA,NA,NA
"Trinomys_dimidiatus","Rodentia","Echimyidae","Trinomys","dimidiatus",5.12158018804798,NA,5.28670014720785,NA,NA,NA,NA,NA,NA
"Trinomys_eliasi","Rodentia","Echimyidae","Trinomys","eliasi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trinomys_gratiosus","Rodentia","Echimyidae","Trinomys","gratiosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trinomys_iheringi","Rodentia","Echimyidae","Trinomys","iheringi",5.3953987041986,NA,5.28594109547998,NA,NA,NA,0.01,NA,NA
"Trinomys_mirapitanga","Rodentia","Echimyidae","Trinomys","mirapitanga",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trinomys_moojeni","Rodentia","Echimyidae","Trinomys","moojeni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trinomys_myosuros","Rodentia","Echimyidae","Trinomys","myosuros",5.65245409193376,NA,NA,NA,NA,NA,NA,NA,NA
"Trinomys_paratus","Rodentia","Echimyidae","Trinomys","paratus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trinomys_setosus","Rodentia","Echimyidae","Trinomys","setosus",5.65245409193376,NA,NA,NA,NA,NA,NA,NA,NA
"Trinomys_yonenagae","Rodentia","Echimyidae","Trinomys","yonenagae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trogopterus_xanthipes","Rodentia","Sciuridae","Trogopterus","xanthipes",NA,NA,NA,NA,NA,1,NA,NA,105
"Tryphomys_adustus","Rodentia","Muridae","Tryphomys","adustus",NA,NA,5.02716459604747,NA,NA,NA,NA,NA,NA
"Tscherskia_triton","Rodentia","Cricetidae","Tscherskia","triton",3.2188758248682,NA,NA,NA,NA,NA,NA,NA,29.23
"Tylomys_bullaris","Rodentia","Cricetidae","Tylomys","bullaris",5.63478960316925,NA,NA,NA,NA,NA,NA,NA,NA
"Tylomys_fulviventer","Rodentia","Cricetidae","Tylomys","fulviventer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tylomys_mirae","Rodentia","Cricetidae","Tylomys","mirae",5.21275947818639,NA,NA,NA,NA,1,NA,2,NA
"Tylomys_nudicaudus","Rodentia","Cricetidae","Tylomys","nudicaudus",5.20208175866721,NA,NA,NA,NA,NA,NA,NA,26.29
"Tylomys_panamensis","Rodentia","Cricetidae","Tylomys","panamensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tylomys_tumbalensis","Rodentia","Cricetidae","Tylomys","tumbalensis",5.63478960316925,NA,NA,NA,NA,NA,NA,NA,NA
"Tylomys_watsoni","Rodentia","Cricetidae","Tylomys","watsoni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tympanoctomys_barrerae","Rodentia","Octodontidae","Tympanoctomys","barrerae",4.45457982735559,NA,4.85616234012204,4.29292215959106,4.26829786934554,1,NA,1,NA
